dialect,sarcasm,sentiment,original_sentiment,tweet,source
msa,False,neutral,neutral,"""كم متابع للاعظمية نيوز في #فلسطين الحبيبة تاك الصاحبك الي عايش ب فلسطين https://t.co/F1CacDidOp""",semeval
msa,False,positive,positive,"""RT @FAWZIALAJI: طفل أمريكي يكتب رسالة للرئيس #أوباما ليسمح للطفل السوري #عمران بدخول #أمريكا ليعيش مع أسرته ويتخذه أخاً!#سوريا https://t.…""",semeval
msa,False,positive,positive,"""جمعت القروش المميزة في ٣ عوالم.. متعة اللعبة تتلخص في تجميعها + طور الرالي اللي يوسع مملكتك وخياراتك 👍… https://t.co/sDp22n6bBm""",semeval
msa,False,neutral,negative,#ديموقراطية بلا معارضة قوية مثل القاطرة بلا كوابح… #وعي #سياسة #نهضة,astd
egypt,False,neutral,neutral,"""@alqashi_amer @asdnofal1987 @Ahmad_Etan ماشي يا سيسي""",semeval
msa,False,neutral,positive,"""RT @RTarabic: #أبل  تكسب معركة قضائية ضد #سامسونغ #اسأل_أكثرhttps://t.co/zM1QaK7pRk https://t.co/Fe8XpsOfk9""",semeval
msa,False,neutral,positive,"""آردا توران: برشلونة رفض بيعي بمبلغ فلكي! - https://t.co/oxZ5sFY43D https://t.co/ydmBtB2anG #برشلونة""",semeval
msa,False,positive,positive,"""يقال أن إمبراطور #الصين كان يختبر موظفيه مرة واحدة كل ثلاث سنوات، لجس نبض مستواهم الفكري و النتيجة واحدة من اثنين إما الترقية أو الفصل !!!""",semeval
msa,False,neutral,neutral,"""Listen to سنتين وانا احايل فيك -نوال الزغبى  https://t.co/6yiCO7Y0QG""",semeval
msa,True,neutral,negative,لما اشوف هيلاري كلنتون ودونالد ترمب يتهاوشون اتذكر فام the campaign,semeval
msa,False,negative,negative,"""#اليمنية| #مليشيات_الحوثي_وصالح تستهدف منازل وقرى المواطنين بمحافظة البيضاءhttps://t.co/3VEeiPQGI3#التحالف_العربي_سند_اليمن""",semeval
msa,False,neutral,neutral,"""للـــــــــــــــــزواج أرمـــــــــــــــلة سورية مقيمة جميلة هادئة حنونة  https://t.co/jaCTRRBii0""",semeval
egypt,True,negative,negative,"""RT @LGArabic: عندما سألو ليدي قاقا اذا كانت سـتتنتخب ""دونالد ترامب"" المرشح السياسي العنصري 😂. https://t.co/5XNAtntWne""",semeval
msa,False,neutral,negative,"""#الاحتلال يغرم مسجدًا 200 دولار لرفعه الأذان عبر المكبرات!!https://t.co/VPSiqCSgcD https://t.co/0M0jyqBtKg""",semeval
egypt,False,positive,positive,"""@elissakh يلا اليسيانز كلنا نصوت لافضل البوم في سنة ٢٠١٦ طبعاً اليسا #سهرناياليل #اليسا وصوتو اكثر من مرة https://t.co/il24JppOHr""",semeval
egypt,False,neutral,neutral,RT @BeesoS11: توماسوف لاعب كبير وكان افضل لاعب في كرواتيا الموسم الماضي لاتحكموا على مستواه مع #النصر البيئة سيئه جدآ لو جبتو ميسي بيتحو…,semeval
msa,True,negative,negative,"""حزب الاصلاح ينقل صورة خاطئة عن إذاعة #عدن  المستقبل ويقول انها تابعة لحزب الله كذبتم ولم يصدقكم احد ياحريم السلطان نحن اشرف منكم ياخونه""",semeval
egypt,True,negative,negative,عزيزي #ابراهيم_محلب تغطية عجز الموازنه بزيادة الاسعار سياسة المسئول الفاشل قليل الحيله,astd
msa,False,neutral,positive,#رصد | تظاهرات ووقفات احتجاجية منذ صباح اليوم بجامعة #الفيوم نظم طلاب جامعة الفيوم اليوم عدد من الوقفات …,astd
egypt,False,negative,negative,هد دايرة و بنلف فيها ، الداخلية مش عايزة بقي في اولتراس فاخترعت مذبخة بورسعيد فالناس تموت فالجمهور يتمنع من الماتشات #الكورة_للجماهير,astd
msa,False,neutral,negative,"""#إلهام_شاهين تتعرّض لموقف محرج في #مهرجان_القاهرة_السينمائي  https://t.co/OOIeaooDc3 https://t.co/jbHQCPulnZ""",semeval
msa,False,neutral,negative,أدين بكل قوة العنف بكافة أشكاله وصوره ضد كل إنسان أيا كانت عقيدته أو انتماؤه قوتنا هي الحق وسلميتنا هي السبيل,astd
magreb,False,positive,negative,"""@Hamed_Alali @aboalhodaalhoms هذه نتائج ربع تحرير الجزائر من فرنساوخذلان جبة الانقاذ عندما فازت بالانتخاباتأتذكرون؟حدث لهم كما حدث في مصر""",semeval
msa,False,neutral,neutral,"""صورة رقم 10 #خواطر_ثلجية #معرض_الكويت_الدولي_للكتاب https://t.co/3rmNT0eiD4""",semeval
egypt,True,negative,negative,"""RT @watan_usa: حازم عبد العظيم ساخرا: دبلوماسية مصر السيسي غير مسبوقة في تاريخ الدول https://t.co/zzDnkBSfXy https://t.co/no3FKECTFn""",semeval
egypt,True,negative,negative,#اوعى_تنسى طوابير السيسي و اخونه المقابر و زرع فى مل عائله جرح عميق لسه فاكر و انت نسيت؟؟,astd
msa,False,neutral,neutral,"""أغلى 10 أكلات في العالم.. يفوق سعر بعضها الذهب #الصين #اللحوم #المشروبات #الولايات_المتحدة #اليابان #جسم_الإنسان…… https://t.co/spPJeyhkt6""",semeval
msa,False,neutral,neutral,"""@AsmaKIDL نعم تقدرين عن طريق أمازون""",semeval
gulf,False,positive,neutral,"""@malak_alhusaini ابي ايفووووووووون نفسسسسسسسي بالايفوووووووون اللله يسعددددك 😭😭😭😭😭😭😭""",semeval
msa,False,neutral,negative,"""الاسلام يحتاج للميديا بشتى انواعهامن افلام واخبار وكتبلتوضح الصورة المشوهة من قبل الاعلام الغربي #منظمه_التعاون_الاسلامي""",semeval
msa,True,negative,negative,"""كيف تشكلت صورة السعودي لدى الإعلام الغربي؟ وما هو الدور الذي كان يؤديه مرتزقة الإعلام؟تتبع المال يكشف حقيقة هذه المساعي #فضيحة_تركي_الدخيل""",semeval
levant,False,positive,positive,"""@iishz16 كفو ي جستن بيبر 😂""",semeval
msa,False,positive,negative,نعلم ما تمثله مصر لإفريقيا وندعم خارطة الطريق #السادة_المحترمون,astd
egypt,False,neutral,neutral,"""@news_ger_chekel ليش احلام عم تمثل مع رامي عياش بالمسلسل ؟؟ 🤔🤔""",semeval
msa,True,negative,negative,"""@manna987 @manae2006 قال له : النصر حليفك .. لعنة الله عليهما .. لافرق بينهما #جرائم #بوتن""",semeval
msa,False,neutral,positive,"""#نادين_نسيب_نجيم تابعو الاعلامية الجميله #داليا_ايمن 👇🏻👇🏻 https://t.co/BejF3ZJVeJ""",semeval
msa,False,neutral,positive,"""“أبل” تكسب معركة قضائية ضد “سامسونغ” https://t.co/hGjmhe0Sua https://t.co/ahr4dXYltw https://t.co/xxdrB1OzG9""",semeval
msa,False,neutral,negative,"""RT @SasaPostMedia: عندما يفوز دونالد ترامب كيف ستتأثر أمريكا والعالم #ساسة_بوست https://t.co/8te28Emb33""",semeval
msa,False,negative,neutral,"""المعارضة تسترجع مواقع في #حلب.. والمعارك تتواصلhttps://t.co/3SwQz656i9#السعودية #سوريا https://t.co/rn60BB6CNl""",semeval
msa,False,negative,negative,رفع الشعارات السياسية في الحج حرام شرعاً وخيانة وطنية …,astd
egypt,False,positive,positive,"""ستحل الجمعة القادمة الملكة @elissakh ضيفة عمرو أديب في برنامج كل يوم جمعة لأول حلقاته وحتكون #اليسا فله وشمعه ومنوره https://t.co/VMhwkLGqOw""",semeval
levant,False,neutral,neutral,باقي بس ثلاث ايام عن اول عرض لفلم فانتاستيك بيتس ان وير تو فايند ذيم * قيل قصة هاري بوتر بـ 19 سنة 😭 اخخخيراً.,semeval
gulf,True,negative,negative,"""@abuyemmen @alhanouf0690 ترى انت واحد بس من ضن اليمنين الشرفا اللي ما صاروا كلاب إيران ، إيران دمرت العراق سوريا والان انتم وتكذب عليكم""",semeval
msa,False,negative,negative,إحنا عندنا ثقافة اعتياد للقبح، ثقافة اعتياد للقذارة، آردوغان قدر انه يبدأ نهضته بالنظافة، شيراك لما كان عمدة…,astd
msa,False,neutral,negative,تطهير الداخلية الآن وفورا,astd
levant,False,neutral,positive,"""#من_الاخير_اخذها ارتباطي بنجوى كرم اشاعة و ميريام فارس بنت حارتي بس 🏃🏻""",semeval
msa,False,neutral,neutral,"""ريكي مارتن وخطيبه يثيران ضجة من جديده .. وهذه تفاصيل خطوبتهما! https://t.co/6E8CZj1q04""",semeval
msa,False,neutral,neutral,"""RT @aa_arabic: متحدث الرئاسة التركية: التطبيع مع #إسرائيل و #روسيا هام للسلام والاستقرار الإقليمي https://t.co/nm47dssKdY https://t.co/PX…""",semeval
msa,False,positive,positive,"""Bonjour 💗💗وبخصوص الملابس تجننن والشوز والتنورة 😍🔥🔥  وكل شيء بالحلقة كان رائع 😘🙈@nadinenjeim #nadinenassibnjeim… https://t.co/nDyHgC0Ude""",semeval
egypt,False,negative,negative,"""اعلنوا انهم لقوا اثار مواد متفجرة على جثث ضحايا طائرة مصر للطيران اللي وقعت من سبع شهور !! https://t.co/ZLWWMxi2DY""",semeval
levant,False,positive,positive,"""يكفينا فخرا انو بتاريخ هالجمهورية اجا رجال عالرئاسة الاولى اسمو ميشال عون..""",semeval
egypt,False,neutral,negative,انفولو بلال مرشح الكنيسة و نصير دولة الفقيه ايوه الاتنين مع بعض,astd
msa,True,negative,neutral,"""كنت أعتقد أن خدمة ""غوغل ترجمة"" سيئة جدًا إلى أن جربت ""بينغ"". ملك جمال الترجمة #غوغل 😅""",semeval
egypt,True,negative,negative,RT @Rashedalkaabiii: والله عيب حتى #ميسي قام يطقطق علينا 😅✋🏼حد يشوف لنا حل 💔🇦🇪#مهدي_علي_برع #انقذوا_الحلم #اقاله_مهدي_علي https://t.co/…,semeval
msa,False,negative,neutral,"""كذلك فيه البعض يفضل التأكسي على اوبر او كريمبالرغم من جهل الراكب لمعلومات السائق وحتى معلومات السيارة٣#اوبر#كريم""",semeval
msa,False,neutral,positive,"""بالصور: العائلة الملكيّة بأزياءٍ من أجواء عيد الميلادhttps://t.co/aaAuKGolvr  #Christmas #RoyalFamily""",semeval
gulf,False,negative,neutral,"""@ArabShop اخوي بغيت اشتري عربية أطفال و البائع امازون وحاطين وزن الشحنة 11 ونص كيلو .. وتشحن مباشر للسعودية لكن غالي شوي 600 ريال .. يتبع.""",semeval
